facility_name,address,unique_lga,state,latitude,longitude,emergency_transport,ratings
Katagum Towm Maternity,"Udubio-Bulaudo-Zindiya Road, Sara, Bauchi",bauchi_zakki, Bauchi,12.2864592075348,10.3563576936722,True,1
City clinic and Infirmary,"Oron Road, Uyo, Akwa Ibom",akwa_ibom_uyo, Akwa Ibom,5.01439,7.94203333333333,True,1
ERDOSHA CLINIC & MATERNITY,"Gboko, Benue",benue_gboko, Benue,7.31236696243286,8.98792147636414,True,4
Ekemini Medical centre,"Osong Ama Estate Road, Uyo, Akwa Ibom",akwa_ibom_uyo, Akwa Ibom,5.01274666666667,7.955795,False,3
"Primary health centre, jege","Yagba East, Kogi",kogi_yagba_east, Kogi,8.05793666666667,5.70586833333333,True,4
Kuka Primary Health Centre,"Kunya-Baba, Jigawa",jigawa_sule_tankarkar, Jigawa,12.7469462156296,9.17894303798676,False,3
Alheri clinic,"Panbeguwa-Kauru-Kabene Road, Ambe-Sarki, Kaduna",kaduna_kauru, Kaduna,10.57882042,8.15066328,True,3
ATUNA CLINIC,"Gboko, Benue",benue_gboko, Benue,7.33763873577118,8.96998286247253,True,2
ECWA Health Clinic Koro,"Ekiti, Kwara",kwara_ekiti, Kwara,8.14991666666667,5.512265,True,1
Gwei Health Post,"Songeli, Adamawa",adamawa_lamurde, Adamawa,9.53810076,11.63239651,False,2
EL SHADDAI HOSPITAL,"Makurdi, Benue",benue_makurdi, Benue,7.67985105514526,8.53518605232239,False,4
PRIMARY HEALTH CENTER,"Bank Road, Makurdi, Benue",benue_makurdi, Benue,7.72174179553986,8.54648351669312,False,3
Onigbinde health center,"Laleye Road, Ido, Oyo",oyo_ido, Oyo,7.54691103,3.78858997,False,2
PHC ICHEKE,"Omala, Kogi",kogi_omala, Kogi,7.78526666666667,7.620855,True,4
STAFF PRIMARY HEALTH CLINIC,"Gondo Alour Road, Makurdi, Benue",benue_makurdi, Benue,7.73339867591858,8.5271555185318,False,3
MALLAM DISPENSARY,"Mallan-Kagwa, Taraba",taraba_karim_lamido, Taraba,9.35774394,10.95980657,False,1
PRIMARY HEALTH CLINIC,"Makurdi, Benue",benue_makurdi, Benue,7.68696427345276,8.5854560136795,False,2
OGO OLUWA WELFARE HOSPITAL,"Kolara Road, Ogbomosho North, Oyo",oyo_ogbomoso_south, Oyo,8.11002253,4.23143445,True,2
PRIMARY HEALTH CENTER ,"Oturkpo Road, Makurdi, Benue",benue_makurdi, Benue,7.67261445522308,8.5445362329483,False,2
NKST HOSPITAL,"Oturkpo Road, Makurdi, Benue",benue_makurdi, Benue,7.63260126113892,8.56635332107544,False,4
Odebode primary health center,"Ibadan-Eruwa Expressway, Ido, Oyo",oyo_ido, Oyo,7.48058985,3.80806772,False,4
Isokan Primary health center elenusonso,"Ido, Oyo",oyo_ido, Oyo,7.43858013,3.80207789,False,1
Awotan onigbaketu comprehensive health center,"Adaba Road, Akinyele, Oyo",oyo_ido, Oyo,7.45435906,3.85042976,False,4
Asher Hospital Kubwa,"Abuja, Federal Capital Territory",fct_bwari, Federal Capital Territory,9.151445,7.32615833333333,False,3
Ridollahi hospital,"Ode Ige Street, Ibadan South-East, Oyo",oyo_ibadan_south_east, Oyo,7.36030716,3.91214713,True,4
New day hospital,"Lagos Ibadan Express Road, Ibadan South-East, Oyo",oyo_ibadan_south_east, Oyo,7.34509666,3.91259555,True,1
Adeitan maternity center,"Odinjo Street, Ibadan South-East, Oyo",oyo_ibadan_south_east, Oyo,7.35679047,3.91690746,True,3
First life hospital,"Molusi Street, Ibadan South-West, Oyo",oyo_ibadan_south_east, Oyo,7.35726105,3.88886834,False,2
Continental medical center,"Kajegbo Street, Ibadan South-West, Oyo",oyo_ibadan_south_east, Oyo,7.34659618,3.8789924,True,3
HEALTH OFFICE,"Zong-Mayo Belwa Road, Mallan-Kagwa, Taraba",taraba_zing, Taraba,8.98210212,11.75382704,False,4
Jofet maternity center,"Elekuro Road, Ibadan North-West, Oyo",oyo_ibadan_north_east, Oyo,7.37484494,3.90152065,True,1
Omiyale health center,"Omiyale Road, Ibadan North-West, Oyo",oyo_ibadan_south_east, Oyo,7.37250074,3.89847399,False,4
Opeyemi Clinic And Maternity Agbado- Ekiti,"Gboyin, Ekiti",ekiti_gbonyin, Ekiti,7.59909666,5.48385751,False,1
Clehanson Hospital,"West Street, Aba North, Abia",abia_aba_south, Abia,5.11141061782837,7.35949873924255,True,4
M.C Hospital,"Aba North, Abia",abia_aba_north, Abia,5.10813295841217,7.35528230667114,True,4
Uwalaka Hospital,"West Street, Aba North, Abia",abia_aba_north, Abia,5.11098146438599,7.36044824123383,False,4
Uratta primary health centre,"Port Harcourt-Aba Expressway, Osisioma Ngwa, Abia",abia_aba_north, Abia,5.08607447147369,7.32693135738373,False,1
Alpha inland Hospital,"Umuoba Road, Oboma Ngwa, Abia",abia_aba_north, Abia,5.1293009519577,7.38555908203125,True,3
IMMACULATE HOSPITAL,"Oshogbo Ako Street, Makurdi, Benue",benue_makurdi, Benue,7.71858215332031,8.51970970630646,True,2
MERCY CLINIC ,"Bauchi Street, Makurdi, Benue",benue_makurdi, Benue,7.74393975734711,8.51193130016327,False,1
RAHAMA HOSPITAL,"Makurdi, Benue",benue_makurdi, Benue,7.71941900253296,8.56204569339752,False,2
Kaura Primary health care,"Dangari-Adua, Sokoto",sokoto_tangaza, Sokoto,13.28027983,4.99407382,False,2
"Staff Clinic,Local Government Secretariat,Ode-Ekiti.","Gboyin, Ekiti",ekiti_gbonyin, Ekiti,7.64677917,5.56252091,False,4
DIAMOND HOSPITAL,"Left Avenue, Makurdi, Benue",benue_makurdi, Benue,7.72036850452423,8.53770196437836,False,1
Major Aminu Urban Health clinic,"Yola, Adamawa",adamawa_yola_north, Adamawa,9.2847,12.4485,False,1
AWIDEERE MATERNITY,"Saki-Iseyin Road, Iseyin, Oyo",oyo_iseyin, Oyo,7.97145048,3.59102935,True,2
BENONIL HOSPITAL,"Onitsha Street, Makurdi, Benue",benue_makurdi, Benue,7.72658586502075,8.53936493396759,False,4
TRINITY HOSPITAL,"Abonu Street, Makurdi, Benue",benue_makurdi, Benue,7.70152866840363,8.51606726646423,False,1
ST THERESAS HOSPITAL,"Otukpo Road, Makurdi, Benue",benue_makurdi, Benue,7.72228896617889,8.53292763233185,True,3
MULTI CARE HOSPITAL,"Agwoke J. Oga Street, Makurdi, Benue",benue_makurdi, Benue,7.7256578207016,8.50763976573944,False,4
Osusu 11 PHC,"Aba North, Abia",abia_aba_north, Abia,5.11270344257355,7.35791623592377,False,4
Eguaholor PHC,"Ohe-Ebuenehian Road, Uhunmwonde, Edo",edo_uhunmwonde, Edo,6.42428206,6.02895721,True,4
Tinki HP,"Wudil, Kano",kano_bichi, Kano,12.30322262,8.39277782,False,1
Ahor PHC,"Iwogban-Omoregie-Ute Road, Uhunmwonde, Edo",edo_uhunmwonde, Edo,6.42211336,5.71812152,False,4
"Imojigbon health facility, Imojigbon","Boluwaduro, Osun",osun_boluwaduro, Osun,7.94666185,4.79142067,True,4
St. Theresa's Maternity Home and Children's Care.,"Aba North, Abia",abia_aba_north, Abia,5.11467754840851,7.35491752624512,False,2
Evergreen hospital/maternity,"Queen Street, Aba North, Abia",abia_aba_north, Abia,5.12029409408569,7.35330283641815,False,3
PHC Karare,"Sabua, Katsina",katsina_batsari, Katsina,12.7157333333333,7.39115,True,1
Health Clinic ,"Ambe-Sarki, Kaduna",kaduna_zangon_kataf, Kaduna,9.79415984,8.4866716,True,2
ADUCHUWA BHC,"Kunya-Baba, Jigawa",jigawa_miga, Jigawa,12.16154847,9.65171082,False,4
GIREI B PHCC,"A13, Songeli, Adamawa",adamawa_grie, Adamawa,9.3679,12.5507,False,2
Bright care missionary hospital,"Umuocham Road, Aba North, Abia",abia_aba_north, Abia,5.12320160865784,7.34195172786713,True,3
New life hospital,"Aba North, Abia",abia_aba_north, Abia,5.11752068996429,7.34931170940399,False,2
Osusu 1 PHC,"Aba North, Abia",abia_aba_north, Abia,5.11833071708679,7.35129117965698,True,3
Oke-Omi Health post,"Boluwaduro, Osun",osun_boluwaduro, Osun,7.951046,4.78585645,False,1
Nwamaka maternity and motherless,"Samek Road, Aba North, Abia",abia_aba_north, Abia,5.11351883411407,7.3391729593277,True,4
Oke-Irun Health Facility,"Boluwaduro, Osun",osun_boluwaduro, Osun,7.91623868,4.81424449,True,2
Ikinfin health post,"Otan Aiyegbaju-Igbaja-Ijero Road, Boluwaduro, Osun",osun_boluwaduro, Osun,7.93791484,4.82876386,True,3
"PHC, Oyi-Adunni","Ifedayo, Osun",osun_ifedayo, Osun,7.9713036,4.967835,False,3
Udechukwu Maternity Home Umudurugwuma,"Orsu, Imo",imo_orlu, Imo,5.81697106361389,7.016841173172,False,4
HC Akwando,"Ambe-Sarki, Kaduna",kaduna_kachia, Kaduna,9.77935579,7.80563682,False,1
CHC Imande,"Yadev-Buruku-Ugba-Zaki Biam Road, Ukum, Benue",benue_ukum, Benue,7.51182315627517,9.56296328719487,False,4
St Jude Health Post,"East West Road, Obio/Akpor, Rivers",rivers_obio_akpor, Rivers,4.86804715,6.99322321,False,2
Niger Optical Service,"Okorie Street, Orlu, Imo",imo_orlu, Imo,5.7975572347641,7.03703284263611,True,1
Febek Hospital Owerre-Nkwoji,"Nkwerre, Imo",imo_nkwerre, Imo,5.75032353401184,7.11734890937805,True,1
Trinity Hospital Owerre- Nkwoji,"Orlu, Imo",imo_nkwerre, Imo,5.7535046339035,7.11284279823303,True,1
Ijeoma maternity,"Onitsha-Owerri Road, Oru West, Imo",imo_oru_west, Imo,5.70022523403168,6.91409111022949,True,2
"CHIKAMSO HOSPITAL & MATERNITY, EKWULOBIA.","Aguata, Anambra",anambra_aguata, Anambra,6.00826067,7.08922453,False,4
Model Primary Health Center Obinugwu,"Orsu, Imo",imo_orlu, Imo,5.8905816078186,7.03067064285278,True,4
Usoma Hospital &Maternity Amannachi,"Orsu, Imo",imo_orsu, Imo,5.81177294254303,6.97245597839355,False,3
Yarsharu Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.68234064,7.64250303,False,4
"Model Primary Health Center, Masari","Sabua, Katsina",katsina_kafur, Katsina,11.63541948,7.6869952,False,3
Kuraku Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.61375622,7.69852243,False,2
Basam Al-Nasiha (Old Sauki Clinic) Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.45508054,7.6410031,False,1
Ilallawa Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.41284648,7.61215898,False,4
Anglican Medical Centre,"Abuja-Kadunda-Zaria Expressway, Ambe-Sarki, Kaduna",kaduna_kachia, Kaduna,9.69970822,7.45372624,True,4
HC Iddoh,"Ambe-Sarki, Kaduna",kaduna_kachia, Kaduna,9.61419152,7.34426407,False,3
King's Care Hospital,"Abuja, Federal Capital Territory",fct_bwari, Federal Capital Territory,9.151475,7.341285,True,2
Oju Eri Health Facility,"Ila, Osun",osun_boluwaduro, Osun,7.92849627,4.88446549,True,2
"Model Primary Health Centre, Iresi","Boluwaduro, Osun",osun_boluwaduro, Osun,7.93899595,4.85132796,True,4
Unguwar Sadau Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.49939157,7.58660768,False,1
Shakka Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.50573236,7.64254461,False,1
"Harmony Hospital, Awka","Orogbu Lane, Awka South, Anambra",anambra_awka_south, Anambra,6.21242476,7.07084713,True,4
Mahangi Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.5055397,7.66387517,False,2
Sabon Layin Baja Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.51625976,7.68000203,False,2
Folashade Convalescent Home,"Oba Oyetona Street, Osogbo, Osun",osun_osogbo, Osun,7.76449108,4.5521509,True,3
Unguwar Dawa Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.68546039,7.79006471,False,4
Yartsamiya Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.80211169,7.72806607,False,2
Bayala Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.81667905,7.76621362,False,1
Kurmi Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.78083736,7.70214987,False,4
Yartalata Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.77084345,7.68610595,False,1
Rugoji Health Clinic,"Sabua, Katsina",katsina_kafur, Katsina,11.7027735,7.74606732,False,2
PHC Ungwar fari,"Ambe-Sarki, Kaduna",kaduna_jema_a, Kaduna,9.54368345,8.29679933,False,3
Okomi PHC,"Iwo, Osun",osun_ayedire, Osun,7.61914453,4.24309018,True,3
Marvelous hospital,"Lagos-Badagry Expressway, Badagry, Lagos",lagos_badagry, Lagos,6.48906965,3.0264054,True,1
BHC KUROKO,"Itakpe Road, Okehi, Kogi",kogi_adavi, Kogi,7.57811203,6.2447824,True,2
Otunba Olumayowa Olukoya Hospital,"Shagamu-Benin Road, Ijebu East, Ogun",ogun_ijebu_east, Ogun,6.78524166666667,4.023925,False,2
AAMOYIZA CLINIC,"Omavi Road, Adavi, Kogi",kogi_adavi, Kogi,7.56343234,6.23942129,True,3
PHC AGEVA,"Ibilo-Okene Road, Adavi, Kogi",kogi_okene, Kogi,7.52723409,6.18841362,True,2
Dosam,"Okene-Lokoja Road, Okehi, Kogi",kogi_adavi, Kogi,7.61420763,6.2742615,True,2
Lovanium Hospital,"Okorie Street, Orlu, Imo",imo_orlu, Imo,5.79618394374847,7.0390659570694,True,2
"Health Post, Eziowelle (St. Johnâs)","Njikoka, Anambra",anambra_idemili_north, Anambra,6.1511225,6.94785718,False,2
Ogwugwu-Agu PHC,"Njikoka, Anambra",anambra_idemili_north, Anambra,6.13783793,6.91738618,False,1
"PROGRESSIVE COTTAGE HOSPITAL, UGA.","Ideato North, Imo",anambra_aguata, Imo,5.94122661,7.08240348,False,3
Phc pambeguA,"Panbeguwa-Kauru-Kabene Road, Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.68020796,8.27411455,True,3
PH Clinic Rivine,"Bassa, Kogi",kogi_bassa, Kogi,7.95413,7.23336166666667,False,2
PRIMARY HEALTH CARE CENTER,"Gboko, Benue",benue_gboko, Benue,7.2996586561203,8.6498236656189,False,3
Health Post Inigu-Omono,"Bassa, Kogi",kogi_bassa, Kogi,7.88770833333333,7.06547666666667,False,4
Health Post INI -Tamazhi,"Bassa, Kogi",kogi_bassa, Kogi,7.89003,7.06345333333333,False,4
Ebere Clinic,"Otukpo-Obarike Ito-Oju Road, Oturkpo, Benue",benue_obi, Benue,7.04599184,8.21128744,False,4
Obegu Ikenyi MDGs/CGS Health Centre,"Izzi, Ebonyi",ebonyi_izzi, Ebonyi,6.391925,8.17851885,False,2
Community Health Clinic,"Otukpo-Obarike Ito-Oju Road, Oturkpo, Benue",benue_obi, Benue,7.04201981,8.21671512,False,1
PH Clinic Ujoh,"Bassa, Kogi",kogi_bassa, Kogi,7.85010333333333,7.029245,False,4
Agba Clinic Oho Oboru,"Oju, Benue",benue_oju, Benue,6.80062062,8.60399804,False,1
PH Clinic Ochipu,"Bassa, Kogi",kogi_bassa, Kogi,7.78830166666667,7.03368333333333,False,2
Primary Health Clinic Igblagidi,"Oturkpo Road, Oturkpo, Benue",benue_oturkpo, Benue,7.40416812,7.87761023,False,2
FATI MEMORIAL CLINIC OZIOKUTU,"Okehi, Kogi",kogi_adavi, Kogi,7.61125125,6.22077675,True,4
HILLTOP CLINIC GANAJA,"Ganaja-Ajaokuta Road, Lokoja, Kogi",kogi_ajaokuta, Kogi,7.74299099,6.73570964,True,1
HRH. Igwe Emma Okonkwo PHC,"Awka South, Anambra",anambra_awka_north, Anambra,6.26226285,7.13431171,False,1
Godâs Will Medical Centre,"Awka North, Anambra",anambra_awka_north, Anambra,6.32587736,7.12864914,True,3
ugwuenu health post,"Onicha, Ebonyi",ebonyi_onicha, Ebonyi,6.08633458614349,7.8314334154129,False,3
eziga health post,"Onicha, Ebonyi",ebonyi_onicha, Ebonyi,6.08127593994141,7.77679145336151,True,3
akanu health post,"Onicha, Ebonyi",ebonyi_onicha, Ebonyi,6.09194040298462,7.75990962982178,True,4
isiama health post,"Onicha, Ebonyi",ebonyi_onicha, Ebonyi,6.0651558637619,7.81595706939697,False,2
onicha primary health cemter,"Onicha, Ebonyi",ebonyi_onicha, Ebonyi,6.10564649105072,7.81537234783173,True,2
Health Post Zharikama,"Bassa, Kogi",kogi_bassa, Kogi,7.88854666666667,7.06663333333333,False,2
Health Post Kubiri,"Bassa, Kogi",kogi_bassa, Kogi,7.79448666666667,6.995765,False,4
General Hospital Oguma,"Bassa, Kogi",kogi_bassa, Kogi,7.88455666666667,7.06074,False,4
Iye Clinic Oguma,"Bassa, Kogi",kogi_bassa, Kogi,7.89812666666667,7.061215,False,4
Omale Clinic Sheria,"Bassa, Kogi",kogi_bassa, Kogi,7.88959666666667,7.07991666666667,False,1
Dulo fulani health,"Songeli, Adamawa",adamawa_fufore, Adamawa,9.2926,12.7921,False,1
Bangashe health post,"Wudil, Kano",kano_gaya, Kano,11.89533853,9.01759066,False,1
Christian Child Care Hospital and Maternity,"Uratta Road, Owerri Municipal, Imo",imo_owerri_north, Imo,5.5015754699707,7.08675026893616,True,1
 MODEL PHC BEERI,"Bori-Tabangh Road, Khana, Rivers",rivers_khana, Rivers,4.6889859,7.42490464,True,3
UNITY PRIMARY HEALTH CENTER,"Dobogi, Niger",niger_paikoro, Niger,9.472005,7.00102333333333,True,1
LIGIRI DISPENSARY,"Mallan-Kagwa, Taraba",taraba_karim_lamido, Taraba,9.43805515766144,10.7591235637665,False,2
SABON GARIN DUMARI HP,"Wudil, Kano",kano_bunkure, Kano,11.66711923,8.74548794,False,3
TORANKAWA HEALTH POST,"Wudil, Kano",kano_bunkure, Kano,11.65876015,8.71936984,False,3
Planned parenthood federation of Nigeria (PPFN),"Legal, Jos, Plateau",plateau_jos_north, Plateau,9.91051716,8.88241572,False,3
Dr Tomori,"Talbort-Awujale Street, Ijebu-Ode, Ogun",ogun_odogbolu, Ogun,6.81703683,3.93358884,True,3
LOH BAMLEY HEALTH POST DISPENSARY,"Mallan-Kagwa, Taraba",taraba_karim_lamido, Taraba,9.47334229946136,11.2214827537537,False,1
Gabiya Dispensary,"Kwiambana, Zamfara",zamfara_maru, Zamfara,12.0393419265747,6.27158939838409,False,1
Helohim Maternity Home,"Farayola Street, Lagos, Lagos",lagos_kosofe, Lagos,6.5911,3.3996,False,4
PHC EMI DALE,"Bassa, Kogi",kogi_bassa, Kogi,7.778185,6.91585,False,4
Bayan Banki Dispensary,"Zaria-Funtua-Gusau Road, Kwiambana, Zamfara",zamfara_tsafe, Zamfara,12.053434252739,6.83801293373108,False,1
Kauyen Kane Dispensary,"Kwiambana, Zamfara",zamfara_tsafe, Zamfara,11.8659907579422,6.85307085514069,False,4
Alarere Health Post,"Atakumosa West, Osun",osun_atakunmosa_east, Osun,7.32143461,4.76193375,False,3
Araromi Olowu Health Centre,"Atakumosa East, Osun",osun_atakunmosa_east, Osun,7.40691923,4.7942459,False,3
Oke-Egun PHC,"Atakumosa East, Osun",osun_atakunmosa_east, Osun,7.40652561,4.8074646,False,2
Yinmi-Oja PHC,"Ife-Alabameta Road, Ife South, Osun",osun_ife_south, Osun,7.18098529,4.48826438,False,3
Alabameta PHC,"Ife-Alabameta Road, Ife South, Osun",osun_ife_south, Osun,7.14830022,4.52356766,False,4
OLIVE MEDICAL CENTRE,"A5, Ilesha West, Osun",osun_ilesha_east, Osun,7.6043892,4.6973114,True,4
Odufunke Memorial Hospital,"Raimi Omole Street, Ilesha West, Osun",osun_ilesha_east, Osun,7.62693651,4.76348292,False,3
Sile Hospital,"Abuletagba, Ilesha East, Osun",osun_ilesha_east, Osun,7.61869143,4.7553135,True,2
Glory Nursing and Maternity Centre,"Oturarebi Qua, Ilesha East, Osun",osun_ilesha_east, Osun,7.59793443,4.74165882,True,2
Paragon Hospital,"Ilesha West, Osun",osun_ilesha_east, Osun,7.61557928,4.70799728,False,1
Ido-Health Post,"A5, Ilesha West, Osun",osun_ilesha_east, Osun,7.6152574,4.71072551,True,3
Oba Adenle Memorial Hospital,"Ilesha West, Osun",osun_ilesha_east, Osun,7.61898606,4.73511261,True,1
Good will Hospital and Maternity Umuokpo Emeabiam,"Owerri West, Imo",imo_owerri_west, Imo,5.31912204034826,7.01623070160433,True,1
First Referral Hospital,"Mallan-Kagwa, Taraba",taraba_gashaka, Taraba,7.4891,11.3374,True,4
Our Lady Catholic Hospital,"Iwajowa, Oyo",oyo_iwajowa, Oyo,7.93719864,2.9816955,True,1
Community General Hospital Eziobodo,"Owerri West, Imo",imo_owerri_west, Imo,5.36696449347055,7.00625508484252,True,1
"Mbaise Diocesan Cottage Hospital,Umuedo","Ikeduru, Imo",imo_ahiazu_mbaise, Imo,5.56217730045319,7.23457753658295,False,1
Umunneato Health Centre Ogwa,"Isu, Imo",imo_mbaitoli, Imo,5.64408659934998,7.05700993537903,False,1
"Glory Hospital Avu,Umuajula","Owerri West, Imo",imo_owerri_west, Imo,5.44715344905853,6.9630092382431,False,2
"Comprehensive Health Centre, Obinze","Owerri-Ahoada Road, Ohaji/Egbema, Imo",imo_owerri_west, Imo,5.41290700435638,6.96171641349792,True,2
"Mandela Maternity Home, Eziama","Ehime-Mbano, Imo",imo_ahiazu_mbaise, Imo,5.58776021003723,7.25471556186676,False,4
"Hope Clinic & Maternity, Amaorji","Ahiazu-Mbaise, Imo",imo_ahiazu_mbaise, Imo,5.50913393497467,7.27710664272308,True,4
CHC AKPENE,"Ukum, Benue",benue_ukum, Benue,7.67148482239859,9.62908699365063,False,1
Divine primary Health care Centre,"Dobogi, Niger",niger_shiroro, Niger,10.0725566666667,6.74017833333333,False,1
"Health Post Akora, Obosi","Idemili North, Anambra",anambra_idemili_north, Anambra,6.10851608,6.81742326,False,3
SOMTOO - CHUKWU MATERNITY / CLINIC,"Uzii Street, Onitsha North, Anambra",anambra_ogbaru, Anambra,6.11394591,6.78952062,True,3
RUBBER ESTATE NIGERIA LIMITED SICK-BAY,"Oso-Apata-Ilusin-Araromi Obu Road, Ogun Waterside, Ogun",ogun_ogun_waterside, Ogun,6.5645576,4.4298218,True,1
BITOLA SPECIALIST HOSPITAL,"Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.8077795,3.92257512,True,2
ISOKU/IKANIGBO,"Ososa Street, Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.81204,3.91962715,False,2
ENIMIRE MATERNITY,"Itakpe Road, Okehi, Kogi",kogi_adavi, Kogi,7.57367314,6.24497917,True,4
Phc,"Kabba/Bunu, Kogi",kogi_kabba_bunu, Kogi,8.21051166666667,6.161175,True,4
Health clinic jenau,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.89878624,8.3226614,True,4
RAFIN BUDA PRIMARY HEALTH CENTRE,"Shagari-Bela Road, Dangari-Adua, Sokoto",sokoto_tureta, Sokoto,12.62432562,5.49288322,True,2
BUDUDE DISPENSARY,"Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.6477645,5.45220299,True,1
FAJALDU COMPREHENSIVE HEALTH CENTRE,"Sokoto-Sarkin Zamfara-Denge Road, Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.84228122,5.38018144,True,1
Phc irundaile,"Kabba-Owo Road, Ekiti East, Ekiti",kogi_yagba_east, Ekiti,7.78052666666667,5.79207333333333,True,2
PHC AJIDEBA,"Bassa, Kogi",kogi_bassa, Kogi,7.63217166666667,6.92398166666667,False,2
Phc,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.259785,6.86420166666667,True,2
"Divine Favour Clinic, Ohuma","Oju, Benue",benue_oju, Benue,6.96102976799011,8.50060701370239,True,1
Balare Model Primary Health Centre,"Wudil, Kano",kano_ajingi, Kano,11.99172302,8.9308643,True,3
Sauki C. Maternity Home,"A236, Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.67930841,8.27046804,True,4
Ahmed ado bayero MPHC,"Wudil, Kano",kano_kumbotso, Kano,11.92684566,8.58021044,False,3
Kawoni Health Post,"Wudil, Kano",kano_ajingi, Kano,11.99667809,9.20581227,False,1
Ogyoma Community Health Clinic,"Oturkpo, Benue",benue_oturkpo, Benue,7.00051724910736,8.09140920639038,False,1
HEALTH POST OFORACHI,"Bassa, Kogi",kogi_bassa, Kogi,7.63675,6.93568833333333,False,3
MCH AGASSA,"Adavi, Kogi",kogi_okene, Kogi,7.53372656,6.22886764,True,2
BASIC HEALTH CENTRE OLOGI,"Ogbia, Bayelsa",bayelsa_ogbia, Bayelsa,4.79394435882568,6.23052477836609,False,2
PHC EFFIN,"Bassa, Kogi",kogi_bassa, Kogi,7.63668666666667,6.93563666666667,False,2
Wailari health post,"Kano, Kano",kano_kumbotso, Kano,11.92406846,8.5436722,True,3
Runkusawa health post,"Wudil, Kano",kano_kumbotso, Kano,11.89117411,8.42698804,True,4
BADAU  HEALTH CLINIC,"Dangari-Adua, Sokoto",sokoto_bodinga, Sokoto,12.78946024,5.1471016,True,4
RIMA CLINIC,"Sokoto-Sarkin Zamfara-Denge Road, Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.97239304,5.28577099,True,1
Chiranchi basic health center,"Panshekara Road, Kano, Kano",kano_kumbotso, Kano,11.95212935,8.47567937,True,4
Obinwanne Hospital & Maternity,"Oyi, Anambra",anambra_idemili_north, Anambra,6.14453568,6.83230691,False,1
Chibuike Hospital ,"Uzoegwu Street, Oyi, Anambra",anambra_idemili_north, Anambra,6.14592718,6.83779213,False,2
